time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
21,052198;1,5970;-0,0247;18,2764;18,346
21,056556;-3,5039;3,0060;9,4572;10,524
21,057835;-8,5659;4,6766;1,6740;9,902
21,059079;-13,3035;5,5052;-5,0561;15,260
21,062859;-17,0366;4,9674;-10,1739;20,456
21,073068;-19,0449;2,8868;-13,8896;23,748
21,083366;-20,6870;0,9641;-15,3563;25,782
21,093234;-23,3603;1,1824;-15,9975;28,338
21,103104;-25,0000;2,2373;-15,0014;29,241
21,117629;-25,3785;4,2958;-14,8807;29,731
21,123151;-25,2860;6,4762;-15,6633;30,441
21,152509;-21,9523;7,3100;-14,6540;27,388
21,155613;-17,4113;8,9684;-12,8878;23,445
21,157827;-14,7754;11,8488;-8,3406;20,695
21,164246;-14,1978;13,6680;-1,2521;19,747
21,173236;-13,6281;11,7572;6,6393;19,184
21,183040;-10,5701;7,5414;17,6500;21,912
21,193029;-6,1519;5,4944;27,7512;28,951
21,203238;0,8774;5,7962;35,8983;36,374
21,217290;9,2042;3,2616;36,9105;38,180
21,223323;14,5830;0,7694;33,2075;36,277
21,253409;15,9443;0,0033;28,5857;32,732
21,255790;15,7553;-2,1276;23,3296;28,232
21,257447;15,5839;-5,7796;17,4898;24,128
21,263817;17,2566;-8,8446;13,9712;23,900
21,273410;19,9562;-10,3668;11,5093;25,262
21,282976;21,0270;-11,0972;7,1454;24,826
21,292959;18,0906;-10,6225;1,8463;21,060
21,303418;12,4739;-9,6598;-2,1492;15,923
21,317602;7,7538;-9,0765;-5,5230;13,153
21,323369;2,4961;-8,3747;-4,9597;10,048
21,356900;-0,7329;-7,6679;-4,7332;9,041
21,359368;-2,6521;-7,2041;-4,6345;8,967
21,361051;-3,8086;-6,7566;-3,8162;8,644
21,368099;-3,9109;-6,7963;-2,2300;8,152
21,377922;-3,6940;-7,4875;-1,8511;8,552
21,383219;-3,5413;-8,7675;-4,1482;10,326
21,393276;-4,5239;-10,1469;-8,6920;14,106
21,403245;-9,2785;-11,3472;-13,2582;19,764
21,413248;-8,0698;-10,3794;-16,4997;21,097
21,425458;-5,7855;-12,6538;-20,5205;24,793
21,463077;-3,2680;-13,6750;-24,5880;28,324
21,466109;-0,8035;-12,1902;-27,0591;29,689
21,468091;1,1760;-10,9544;-28,0729;30,157
21,470070;3,6836;-10,2347;-26,2990;28,460
21,473995;7,1151;-9,5803;-22,6413;25,594
21,483057;9,3132;-9,7614;-19,5659;23,766
21,493020;10,7279;-11,0144;-16,2067;22,340
21,503030;10,8349;-12,6638;-12,3013;20,714
21,513186;8,6500;-13,7125;-8,2449;18,189
21,528273;4,8576;-13,4026;-4,5917;14,977
21,533258;2,2124;-11,7551;-0,6133;11,977
21,561158;2,2646;-8,9077;13,1206;16,020
21,564089;9,9554;-8,0567;24,1613;27,346
21,567461;21,7852;-11,2015;31,7484;40,100
21,574477;26,5394;-9,8079;33,0735;43,525
21,591255;20,7940;-4,3547;27,8126;34,998
21,593870;15,8626;-2,4001;21,2442;26,621
21,602953;12,0997;-2,6810;12,6239;17,690
21,614032;8,6824;-1,4942;6,8901;11,184
21,646503;5,5693;1,6781;2,4696;6,319
21,648553;3,5193;2,7696;0,0691;4,479
21,650891;2,3825;2,3836;-1,4650;3,675
21,656540;1,3522;2,0055;-1,9913;3,133
21,665871;0,2800;2,1731;-0,9888;2,404
21,674959;-1,1480;2,0667;-0,5476;2,427
21,683620;-4,1695;1,7220;-1,6885;4,817
21,693184;-8,3159;2,1738;-2,7201;9,015
21,703288;-12,7345;2,8456;-4,7642;13,891
21,715167;-15,8535;2,7210;-6,5178;17,356
21,723081;-16,5640;2,5699;-7,1165;18,210
21,747938;-18,6734;2,4298;-7,8696;20,409
21,752092;-20,1747;3,0974;-9,4138;22,477
21,754082;-17,6569;3,8619;-8,8308;20,116
21,762715;-14,1838;4,0747;-6,9308;16,304
21,775938;-11,4538;3,9423;-3,7698;12,686
21,787383;-9,1774;4,3251;3,6407;10,779
21,794765;-7,0897;4,3314;6,3464;10,455
21,802718;-5,0852;4,2991;8,2768;10,623
21,812869;-4,4628;4,9489;8,2243;10,585
21,822812;-5,1856;5,5527;7,3811;10,593
21,850331;-6,7227;5,8344;6,4888;11,015
21,851849;-8,2214;5,6554;6,4739;11,895
21,852866;-8,5377;5,4338;7,2157;12,429
21,862647;-6,3152;5,6658;9,3981;12,661
21,872827;-3,2347;5,6370;10,5181;12,364
21,882923;-2,0330;5,6740;8,3015;10,259
21,894051;-4,8017;3,6954;4,2331;7,391
21,902848;0,1625;-2,2317;4,4780;5,006
21,913296;11,9979;-10,7372;6,7961;17,476
21,926853;27,4972;-17,0181;6,5408;32,992
21,933065;34,6939;-10,7791;7,9428;37,188
21,958079;35,1380;-4,6716;10,9588;37,103
21,960540;35,0421;-6,8261;11,8929;37,630
21,962909;27,3547;-9,2860;10,5455;30,752
21,972834;15,3944;-8,5074;9,4175;19,951
21,982935;4,9101;-5,8161;7,4958;10,683
21,993588;-0,2932;-5,1962;5,8308;7,816
22,004389;0,3613;-5,8522;1,2026;5,985
22,013312;2,5945;-5,4174;-1,4321;6,175
22,022690;3,2632;-4,6852;-6,4329;8,601
22,033086;2,6133;-2,6434;-9,7780;10,461
22,064926;0,7819;-1,4317;-12,2382;12,346
22,067344;-1,2489;-1,3720;-13,1331;13,263
22,069077;-3,5168;-2,0601;-12,0394;12,711
22,075224;-5,9322;-2,9546;-10,1594;12,130
22,085802;-8,7676;-4,4194;-7,8678;12,582
22,095066;-10,7714;-5,2659;-5,4850;13,185
22,104162;-11,1604;-5,6843;-4,5837;13,337
22,112901;-10,0533;-6,2330;-4,7723;12,755
22,122996;-7,7165;-6,5913;-5,7362;11,657
22,133161;-5,9715;-6,8545;-7,3780;11,708
22,164785;-5,1271;-7,1921;-9,2074;12,759
22,166903;-4,9445;-8,2753;-10,4927;14,249
22,168613;-4,5428;-9,3062;-10,8296;14,984
22,174280;-4,5830;-9,7033;-10,2761;14,858
22,183630;-4,5226;-9,9773;-9,0102;14,184
22,193282;-3,5049;-9,9455;-7,0335;12,676
22,203717;-0,8645;-9,3207;-3,9326;10,153
22,213075;3,6206;-9,5406;-2,1923;10,437
22,222970;9,5430;-12,1997;-4,5570;16,145
22,233740;14,4718;-14,6883;-9,5967;22,744
22,243037;10,1727;-10,8956;-11,7513;18,981
22,264330;4,6359;-11,6376;-7,0159;14,358
22,267088;2,4400;-19,7971;-1,4907;20,003
22,274352;-0,3778;-17,1198;14,1883;22,238
22,283077;2,4189;-9,5362;34,3288;35,711
22,293060;9,8032;-7,3678;43,2540;44,959
22,304242;15,6406;-7,8157;39,3516;43,061
22,314314;14,3985;-3,2969;29,3383;32,847
22,323235;9,4323;0,8029;13,5945;16,566
22,332803;5,8821;2,1480;0,5282;6,284
22,343044;1,3906;3,3696;-10,3509;10,974
22,369615;-2,2343;5,2322;-17,5999;18,497
22,372358;-2,4246;6,1285;-20,8540;21,871
22,374250;-2,8412;5,5473;-23,1163;23,942
22,382928;-1,1149;4,9287;-22,3505;22,915
22,393289;0,3165;4,8883;-18,2168;18,864
22,404109;-0,1334;3,9148;-12,3054;12,914
22,413821;-1,5731;2,8975;-5,4737;6,390
22,431894;-4,3810;3,3237;2,8900;6,212
22,434385;-4,6916;1,5743;3,1320;5,857
22,468487;-4,4287;0,4944;3,3898;5,599
22,470576;-5,9133;1,6120;0,1860;6,132
22,472030;-8,0900;2,5425;-3,2323;9,075
22,473444;-9,7050;3,1803;-6,5585;12,137
22,482817;-11,3259;3,9376;-8,1444;14,495
22,494623;-12,0418;4,4395;-7,4692;14,849
22,503774;-11,7632;4,6440;-5,9279;13,967
22,513175;-10,7072;4,2025;-4,5703;12,377
22,532103;-9,9368;3,4915;-3,4281;11,076
22,534699;-8,9890;3,9199;-1,3494;9,899
22,542895;-7,4651;3,8996;1,3256;8,526
22,568951;-5,9897;2,2119;3,5679;7,314
22,571072;-3,4498;-0,7829;5,4404;6,489
22,573126;-0,3813;-5,3860;6,4446;8,408
22,582856;2,3379;-6,4860;6,7337;9,637
22,592875;12,0351;-4,9826;11,6490;17,475
22,603120;32,6322;-6,0800;17,4587;37,505
22,618654;33,8700;-11,0378;19,0749;40,409
22,652657;32,9227;-12,8173;20,4249;40,809
22,655502;20,7572;-13,6077;21,2317;32,662
22,657616;11,4310;-15,1654;19,2719;27,057
22,659415;4,2026;-13,5638;14,9752;20,637
22,662956;2,2850;-10,4964;8,9376;13,974
22,673109;2,7994;-9,0482;2,7931;9,875
22,682813;5,1275;-7,9665;-3,6233;10,143
22,692971;3,8774;-7,2669;-8,0306;11,504
22,702885;3,3873;-6,1817;-12,2939;14,171
22,712807;4,3256;-5,0888;-13,7081;15,249
22,728803;4,2597;-3,6321;-13,3023;14,432
22,762928;4,4307;-2,9651;-11,4141;12,598
22,766157;4,0182;-2,8127;-9,3370;10,547
22,767995;2,9478;-2,9172;-7,3254;8,418
22,769817;1,4108;-2,9797;-5,5396;6,446
22,773328;-0,7203;-2,8315;-4,4501;5,323
22,782780;-3,0833;-2,8054;-4,2212;5,933
22,792802;-4,5329;-2,6510;-4,7190;7,060
22,802800;-5,1790;-2,4042;-5,7244;8,085
22,812976;-4,9774;-2,2069;-7,2175;9,041
22,830173;-4,5176;-2,1625;-8,8916;10,205
22,833479;-4,1470;-1,9547;-10,4914;11,449
22,843171;-3,7752;-1,5896;-11,7212;12,416
22,865738;-3,0975;-1,1982;-12,3181;12,758
22,868412;-2,2483;-0,9024;-12,3432;12,579
22,873283;-1,3120;-1,0004;-11,7022;11,818
22,882821;-0,2018;-1,2092;-10,5097;10,581
22,892937;0,6597;-1,4499;-8,4028;8,552
22,903033;0,9941;-1,5907;-6,5809;6,843
22,913327;0,0838;-2,0344;-4,5629;4,997
22,930303;-0,8667;-2,3322;-2,6643;3,645
22,934386;-1,2124;-2,1433;-1,1786;2,730
22,972155;-0,5630;-1,8836;0,2301;1,979
22,973938;1,3794;-1,9607;1,5828;2,873
22,975026;4,5407;-3,4479;1,2234;5,831
22,976225;8,4489;-6,7366;-1,9011;10,972
22,982732;9,2312;-6,2279;-6,0043;12,651
22,992970;11,0314;1,2929;-4,7838;12,093
23,002996;15,7950;1,1107;0,8188;15,855
23,013009;18,2196;-8,8008;5,3998;20,942
23,029408;15,4790;-14,6047;15,9747;26,610
23,032987;12,0438;-16,1443;27,6094;34,176
23,067320;7,0555;-14,2106;34,8552;38,296
23,070270;1,4214;-9,9033;35,3045;36,695
23,072012;-1,7475;-5,9404;29,1020;29,753
23,073690;-2,5679;-3,3443;20,6038;21,031
23,082907;-2,0510;-2,0001;13,1344;13,443
23,093155;-1,5033;-1,2712;6,4477;6,742
23,102868;-1,7617;-1,0457;1,2559;2,403
23,112958;-1,9306;-0,6534;-3,0182;3,642
23,127183;-1,3183;-0,2745;-6,1761;6,321
23,166926;-0,8466;0,6458;-8,0133;8,084
23,169311;0,4750;1,9080;-8,9656;9,179
23,170880;1,5785;2,0437;-9,5321;9,876
23,172460;2,2146;2,0184;-9,0854;9,567
23,173766;2,9031;1,3254;-8,4680;9,049
23,182933;2,7098;0,7972;-7,3973;7,918
23,192895;1,8167;0,4781;-6,2659;6,541
23,202819;0,7239;0,3867;-5,6771;5,736
23,212941;-0,4033;0,3733;-5,7625;5,789
23,224750;-1,8848;0,4203;-5,3419;5,680
23,257460;-2,7599;0,6692;-5,2503;5,969
23,259405;-3,2352;0,6854;-5,5826;6,489
23,260291;-3,6668;0,5095;-6,0169;7,065
23,262808;-5,2239;-0,1586;-6,1295;8,055
23,273251;-6,5206;0,1265;-4,7126;8,046
23,283537;-4,6959;1,0205;-3,3738;5,872
23,293535;-0,9657;0,0477;-3,8492;3,969
23,303286;1,1176;-1,6547;-4,7193;5,124
23,313243;1,9527;-2,8117;-5,7606;6,701
23,327800;1,1916;-3,0320;-7,1388;7,847
23,333067;-0,7020;-2,8962;-7,7055;8,262
23,362480;-3,0972;-2,3351;-7,5109;8,453
23,365269;-4,7255;-1,6479;-7,2145;8,780
23,367303;-4,2564;-1,6248;-6,6942;8,097
23,373173;-2,4763;-2,3262;-5,2412;6,246
23,383040;-0,5851;-3,8349;-3,0697;4,947
23,392783;-0,9188;-4,9691;-0,3320;5,064
23,402866;-4,4995;-2,9006;-1,1578;5,477
23,412897;-2,1117;-0,1951;-0,9745;2,334
23,426149;3,8814;-2,1934;5,8699;7,371
23,459874;8,8577;-6,3198;19,2065;22,075
23,462312;11,7362;-8,0716;28,4999;31,861
23,464008;11,1778;-8,2257;30,7602;33,746
23,465544;7,9491;-7,7146;25,8297;28,105
23,473359;4,5979;-7,1843;16,2696;18,370
23,482954;2,9562;-6,2036;7,7663;10,370
23,493501;1,6482;-5,4510;0,2589;5,701
23,503038;0,3118;-4,5858;-3,3871;5,710
23,513274;-2,0423;-4,4849;-6,3612;8,047
23,529315;-1,7938;-3,3158;-7,0972;8,036
23,534957;-0,7899;-2,5408;-7,1972;7,673
23,563043;0,3737;-2,2186;-7,1490;7,495
23,566510;1,5109;-2,0626;-7,0989;7,545
23,570122;2,4854;-2,0308;-6,8410;7,557
23,575585;3,5660;-1,4603;-1,3016;4,067
23,582859;3,5693;-0,9919;1,1970;3,893
23,593214;4,2412;-0,5972;3,1985;5,346
23,603117;4,0475;-0,4075;3,2487;5,206
23,613567;3,9479;-0,3117;1,8409;4,367
23,625042;3,8102;-0,1554;0,7742;3,891
23,671589;4,0453;-0,5082;0,7992;4,155
23,674263;3,2852;-2,0908;0,6709;3,951
23,675866;2,6184;-3,1580;0,8161;4,183
23,677234;1,4443;-3,7789;0,6072;4,091
23,678750;0,0260;-4,0673;1,0394;4,198
23,683383;-0,1105;-4,5954;0,7250;4,654
23,692962;-0,1170;-4,5323;-0,0842;4,535
23,703161;-0,3673;-4,1558;-0,9470;4,278
23,713460;-0,2212;-3,5725;-1,3415;3,822
23,724577;-0,2829;-2,7157;-1,6997;3,216
23,763995;-0,5880;-1,9367;-2,4390;3,169
23,766445;-0,2742;-1,6259;-2,3632;2,882
23,768384;0,3007;-1,3205;-1,3630;1,921
23,769924;1,0064;-1,5972;-0,7589;2,035
23,777037;1,8582;-2,0782;-0,3331;2,808
23,790369;2,4005;-2,3357;-0,1007;3,351
23,792942;2,3283;-1,9060;0,2032;3,016
23,802918;2,0994;-1,3385;0,2155;2,499
23,813104;1,7136;-1,2402;-0,0339;2,116
23,824630;1,3190;-1,2112;-0,2236;1,805
23,861494;1,3504;-0,9749;0,0156;1,666
23,863819;2,0023;-0,5039;0,8976;2,251
23,865090;2,9241;-0,1680;1,6977;3,385
23,866679;3,3186;-0,2771;2,5614;4,201
23,873180;3,0922;-0,4318;3,7547;4,883
23,884675;2,2865;-0,6202;5,4224;5,917
23,893315;1,8175;-1,2094;6,3555;6,720
23,902842;2,6244;-2,1646;5,6749;6,616
23,913046;4,3025;-3,0595;4,7982;7,134
23,923042;5,0472;-3,2243;3,7840;7,084
23,934371;4,7696;-2,5303;2,1306;5,804
23,971320;4,2544;-1,3717;1,1651;4,619
23,974082;3,3377;-0,2997;0,1898;3,357
23,975486;2,0331;0,3331;-0,5419;2,130
23,976852;0,8677;0,5023;-0,7984;1,282
23,983231;0,3445;0,1045;-1,0826;1,141
23,993257;0,1700;-0,8620;-1,2131;1,498
24,003007;0,2039;-1,2327;-1,1885;1,724
24,013084;1,1716;-0,7409;-0,7742;1,588
24,023143;1,6888;-0,8738;-0,4916;1,964
24,034710;2,9620;-0,5444;-0,3038;3,027
24,074277;3,8546;-0,2832;-0,6036;3,912
24,076701;4,1020;0,0939;-1,1409;4,259
24,078230;3,9267;0,5784;-1,4002;4,209
24,079564;3,3383;0,8311;-1,7731;3,870
24,085011;2,7279;0,7835;-2,1837;3,581
24,094320;2,1897;0,5463;-2,0261;3,033
24,103329;1,7867;0,3286;-1,7536;2,525
24,113326;1,5000;0,1962;-1,3767;2,045
24,123585;1,7405;0,0724;-1,3427;2,199
24,148513;1,9163;-0,7389;-7,3320;7,614
24,149477;0,6719;-0,3712;-10,2940;10,323
24,152894;0,3573;-0,6571;-6,2993;6,344
24,162608;0,7237;-0,7195;-1,1909;1,568
24,173083;1,0651;0,2275;2,3183;2,561
24,182541;0,2671;1,2428;3,2308;3,472
24,193240;-0,3519;1,1914;2,4753;2,770
24,202538;0,1024;0,9148;1,2482;1,551
